session.ID	Message.ID	Message.Timestamp	Message.From	Message.Text	Dialog-Acts									
1214	16	2016-03-15T16:20:20.759Z	agent	The next show available is 12:40pm at AMC Loews Boston Common 19. Is that acceptable?	inform(starttime=12:40pm;theater=AMC Loews Boston Common 19)	confirm_question()								
1214	17	2016-03-15T16:26:00.196Z	user	yes	confirm_answer()									
1214	18	2016-03-15T16:29:58.817Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks()	closing(closing=Thank you and enjoy the show.)							
1214	19	2016-03-15T16:34:31.538Z	user	thanks	thanks()									
1214	20	2016-03-15T17:07:35.532Z	agent	Thank you for using our service, good bye.	thanks(closing=Thank you for using our service, good bye)	closing()								
1215	1	2016-03-15T18:52:53.159Z	user	Hi! I would Like to get two tickets to see the Revenant for 3/15 3:10 PM at  Century Orleans 18 Las Vegas, NV	greeting()	request(ticket;moviename=the Revenant;date=3/15;starttime=3:10 PM)								
1215	2	2016-03-15T19:00:33.035Z	agent	I have successfully purchased your tickets! Enjoy!	inform(taskcomplete)	closing()								
1215	3	2016-03-15T19:10:09.514Z	user	Thanks	thanks()									
1215	4	2016-03-15T19:32:35.292Z	agent	Thank you for using our service, good bye.	thanks(closing=Thank you for using our service, good bye.)									
1216	1	2016-03-15T12:15:18.418Z	user	Hi, I would like to get movie tickets for eadpool tonight around 10PM at the UA Showcase theater in Las Vegas for two people	greeting()	request(ticket;moviename=eadpool;date=tonight;starttime=around 10PM;theater=UA Showcase theater;city=Las Vegas;numberofpeople=2)								
1216	2	2016-03-15T12:43:09.347Z	agent	I have a 10:15 show at the UA, would that work for you?	inform(starttime=10:15PM;theater=UA)	confirm_question()								
1216	3	2016-03-15T12:43:51.301Z	user	ok perfect	confirm_answer()									
1216	4	2016-03-15T12:58:39.685Z	agent	Great, I have purchased 2 tickets to the 10:15 show for you, enjoy the movie.	inform(taskcomplete;numberofpeople=2;starttime=10:15)	closing()								
1217	1	2016-03-15T03:41:05.619Z	user	i want three tickets to zootopia non-3d in seattle tomorrow at 8pm	request(ticket;numberofpeople=3;moviename=zootopia non-3d;city=seattle;date=tomorrow;starttime=8pm)									
1217	2	2016-03-15T12:10:23.280Z	agent	I have a 6:50 and a 9:00 pm showing at the REGAL MERIDIAN 16  1501 7th Ave, Seattle, WA 98101, would either of those work for you?	inform(starttime={6:50#9:00 pm};theater=the REGAL MERIDIAN 16 1501 7th Ave;city=Seattle;state=WA;zip=98101)	multiple_choice(starttime)								
1217	3	2016-03-15T12:11:25.661Z	user	9pm would work	inform(starttime=9pm)									
1217	4	2016-03-15T12:47:57.218Z	agent	I have successfully purchased 3 tickets to the 9pm show. Enjoy!	inform(taskcomplete;numberofpeople=3;starttime=9pm)	closing()								
1218	1	2016-03-15T08:17:48.645Z	user	I want to see a movie	request(ticket)									
1218	2	2016-03-15T10:13:53.533Z	agent	I'm happy to assist you today! Which city and state would you like me to search in?	greeting()	request(city)	request(state)							
1218	3	2016-03-15T17:54:37.060Z	user	crystal lake il	inform(city=crystal lake;state=il)									
1218	4	2016-03-15T18:21:25.465Z	agent	When would you like to go?	request(date)									
1218	5	2016-03-15T18:27:03.730Z	user	tonight	inform(date=tonight)									
1218	6	2016-03-15T18:55:52.349Z	agent	What movie would you like to see?	request(moviename)									
1218	7	2016-03-15T19:00:35.533Z	user	deadpool	inform(moviename=deadpool)									
1218	8	2016-03-15T19:18:13.822Z	agent	Great, how many tickets will you need?	request(numberofpeople)									
1218	9	2016-03-15T19:24:04.176Z	user	3	inform(numberofpeople=3)									
1218	10	2016-03-15T19:57:31.316Z	agent	There is a 6:10 and 8:50 showing available at Regal Crystal Lake Showplace Stadium 16. Is that acceptable?	inform(starttime={6:10#8:50};theater=Regal Crystal Lake Showplace Stadium 16)	confirm_question()								
1218	11	2016-03-15T20:01:11.047Z	user	Yes	confirm_answer()									
1218	12	2016-03-15T20:04:41.872Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
1219	1	2016-03-15T12:15:18.199Z	user	Need two tickets for the newest film in my area. ZIP code 70072	request(ticket;numberofpeople=2;other= the newest film in my area;zip=70072)									
1219	2	2016-03-15T13:20:17.088Z	agent	What date and time would you like to go?	request(starttime;date)									
1219	3	2016-03-15T13:37:30.879Z	user	tomorrow 3:00pm	inform(date=tomorrow;starttime=3:00pm)									
1219	4	2016-03-15T13:59:44.893Z	agent	10 cloverfield lane is showing tomorrow at 3pm at Theatres at Canal Place. Is that acceptable?	inform(moviename=10 cloverfield lane;date=tomorrow;starttime=3:00pm;theater=Theatres at Canal Place)	confirm_question()								
1219	5	2016-03-15T14:23:22.050Z	user	ok lets do it	confirm_answer()									
1219	6	2016-03-15T14:27:04.984Z	agent	Great, I have purchased 2 tickets to the 3pm show, enjoy the movie.	inform(taskcomplete;numberofpeople=2;starttime=3pm)	closing()								
1220	1	2016-03-15T14:30:50.095Z	user	I am trying to see 10 Cloverfield Lane in San Diego tomorrow at 9PM for 4 people.	request(ticket;moviename=10 Cloverfield Lane;city=San Diego;date=tomorrow;starttime=9PM;numberofpeople=4)									
1220	2	2016-03-15T14:58:12.837Z	agent	There is a 9:50 showing at UA horton Plaza 8. Is that acceptable?	inform(starttime=9:50PM;theater=UA horton Plaza 8)	confirm_question()								
1220	3	2016-03-15T15:00:58.917Z	user	yes	confirm_answer()									
1220	4	2016-03-15T15:08:55.112Z	agent	Great, I have purchased 4 tickets for you to the 9:50 show, enjoy the movie.	inform(taskcomplete;numberofpeople=4;starttime=9:50)	closing()								
1220	5	2016-03-15T15:13:57.028Z	user	Thanks.	thanks()									
1220	6	2016-03-15T16:44:37.633Z	agent	Thank you for using our service, good bye.	thanks(closing=Thank you for using our service, good bye)									
1221	1	2016-03-15T03:18:11.743Z	user	I am ooking for a midnight show within the next week	request(movie;date=next week;other=a midnight show)									
1221	2	2016-03-15T08:07:50.687Z	agent	I'm happy to assist you today! What city are you inquiring about?	greeting()	request(city)								
1221	3	2016-03-15T13:05:21.793Z	user	boston, mass	inform(city=boston)									
1221	4	2016-03-15T13:37:58.955Z	agent	What type of movie would you like to see?	request(movie;other=type of movie)									
1221	5	2016-03-15T15:45:03.075Z	user	drama movie	inform(genre=drama)									
1221	6	2016-03-15T15:50:57.151Z	agent	Do you have a day in mind?	request(date)									
1221	7	2016-03-15T16:04:34.126Z	user	tomorrow at 8pm for 2 people	inform(numberofpeople=2;starttime=8pm;date=tomorrow)									
1221	8	2016-03-15T16:23:13.232Z	agent	The Young Messiah is playing at 7:10 tomorrow at AMC Loews Boston Common 19. Want to see that?	inform(moviename=The Young Messiah;starttime=7:10;date=tomorrow;theater=AMC Loews Boston Common 19)	confirm_question()								
1221	9	2016-03-15T16:26:00.250Z	user	yes	confirm_answer()									
1221	10	2016-03-15T16:29:59.071Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
1221	11	2016-03-15T16:34:01.459Z	user	thank you	thanks()									
1221	12	2016-03-15T16:39:47.970Z	agent	Have a wonderful day!	closing()									
1222	1	2016-03-15T12:11:49.932Z	user	what movies are showing tomorrow night at cinema 9 in townsville, nj need 3 tickets	request(ticket;date=tomorrow night;theater=cinema 9;city=townsville;state=nj;numberofpeople=3)									
1222	2	2016-03-15T12:29:36.487Z	agent	I'm not sure what theater you are referring to. Is it Tilton 9 & IMAX? I cannot find a 'cinema 9' in your area.	Not_Sure()	confirm_question(theater=Tilton 9 & IMAX)	inform(result={};theater=cinema 9)							
1222	3	2016-03-15T12:42:51.711Z	user	tilton 9	confirm_answer(theater=Tilton 9 & IMAX)									
1222	4	2016-03-15T12:56:59.533Z	agent	10 Cloverfield Lane, Zootopia, Whiskey Tango Foxtrot, London Has Fallen, Deadpool, Kung Fu Panda 3, Revenant and Brooklyn are all playing.	inform(moviename={10 Cloverfield Lane#Zootopia#Whiskey Tango Foxtrot#London Has Fallen#Deadpool#Kung Fu Panda 3#Revenant and Brooklyn})									
1222	5	2016-03-15T13:06:29.302Z	user	london has fallen please	inform(moviename=London Has Fallen)									
1222	6	2016-03-15T13:41:39.766Z	agent	The showtimes for London Has Fallen are 1:40pm 4:15pm 7:20pm 9:50pm, would one of those work for you?	inform(moviename=London Has Fallen;starttime={1:40pm#4:15pm#7:20pm#9:50pm})	multiple_choice(starttime)								
1222	7	2016-03-15T14:21:31.234Z	user	1:40	inform(starttime=1:40)									
1222	8	2016-03-15T14:42:07.425Z	agent	I have successfully purchased 3 tickets to the 1:40 show! Enjoy!	inform(taskcomplete;numberofpeople=3;starttime=1:40)	closing(closing=Enjoy)								
1223	1	2016-03-15T02:43:05.432Z	user	i am looking for 2 tickets to zootopia 3d in orlando at 7pm for tues night	request(ticket;numberofpeople=2;moviename=zootopia;video_format=3d;city=orlando;starttime=7pm;date=tues night)									
1223	2	2016-03-15T03:08:21.168Z	agent	There are 2 movie theaters in Orlando that offer shows that are close to 7pm: REGAL POINTE ORLANDO STADIUM 20 & IMAX has a 7:20pm show, and CINEMARK ARTEGON MARKETPLACE AND XD has a 7:40pm. Which one do you prefer?	inform(mc_list={{theater=REGAL POINTE ORLANDO STADIUM 20||video_format=IMAX;starttime=7:20pm}#{theater=CINEMARK ARTEGON MARKETPLACE AND XD||starttime=7:40pm}})									
1223	3	2016-03-15T03:42:02.308Z	user	7:40pm	inform(starttime=7:40pm)									
1223	4	2016-03-15T03:50:03.176Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
1224	1	2016-03-15T15:22:42.193Z	user	I need 6 tickets for Kung Fu Panda tomorrow.	request(ticket;numberofpeople=6;moviename=Kung Fu Panda;date=tomorrow)									
1224	2	2016-03-15T15:39:48.199Z	agent	What theater would you like to go to?	request(theater)									
1224	3	2016-03-15T15:58:58.785Z	user	Cinemark.	inform(theater=Cinemark)									
1224	4	2016-03-15T16:04:27.348Z	agent	What city and state are you located in?	request(city;state)									
1224	5	2016-03-15T16:05:12.982Z	user	Baltimore, Maryland.	inform(city=Baltimore;state=Maryland)									
1224	6	2016-03-15T16:11:13.378Z	agent	Would you like to see it in 3D or the standard 2D showing?	multiple_choice(video_format={3D#2D})									
1224	7	2016-03-15T16:11:58.419Z	user	3D\n	inform(video_format=3D)									
1224	8	2016-03-15T16:35:45.716Z	agent	There is a 2pm and a 7:15 showing available at AMC Security Square 8. Do either of those times work for you?	inform(starttime={2pm#7:15};theater=AMC Security Square 8)	multiple_choice(starttime)								
1224	9	2016-03-15T16:36:56.234Z	user	2PM.	inform(starttime=2pm)									
1224	10	2016-03-15T16:40:02.826Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
1224	11	2016-03-15T16:58:27.936Z	user	Thanks.	thanks(closing=thanks)									
1224	12	2016-03-15T17:05:12.986Z	agent	Have a wonderful day!	closing(closing=Have a wonderful day)									
1225	1	2016-03-15T02:43:05.057Z	user	i need 2 tickets for thurs at 9pm in austin tx, zootopia 3d	request(ticket;numberofpeople=2;date=thurs;starttime=9pm;city=austin;state=tx;moviename=zootopia;video_format=3d)									
1225	2	2016-03-15T03:31:34.495Z	agent	Ok, here's your choices. I can reserve tickets at the REGAL METROPOLITAN STADIUM 14, but they are only showing the 3D version at 7 pm and  9:45 pm. OR, two theaters have the standard/2D version. 1) REGAL WESTGATE STADIUM  11 with a 9:10 pm showing. 2) ALAMO DRAFTHOUSE VILLAGE with a 9:00 showing. Would you like to choose one of these options?	inform(mc_list={{theater=REGAL METROPOLITAN STADIUM 14||video_format=3D;starttime={7pm#9:45pm}}#{theater=REGAL WESTGATE STADIUM 11||starttime=9:10pm||video_format=standard/2D}#{theater=ALAMO DRAFTHOUSE VILLAGE||starttime=9:00}})	multiple_choice()								
1225	3	2016-03-15T03:41:23.955Z	user	regal westgate stadium 11 at 9:10	inform(theater=regal westgate stadium 11;starttime=9:10)									
1225	4	2016-03-15T03:50:18.465Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks()	closing(closing=Thank you and enjoy the show)							
1226	1	2016-03-15T04:01:04.840Z	user	Are there any movies out starring Bradley Cooper?	request(moviename;actor=Bradley Cooper)									
1226	2	2016-03-15T04:29:38.945Z	agent	He has a voice part in 10 Cloverfield Lane. Are you interested in showtimes for your area?	inform(moviename=10 Cloverfield Lane;other=a voice part)	request(starttime)								
1226	3	2016-03-15T04:38:36.854Z	user	Yes, could I see show times for the Visalia California area	confirm_answer()	request(starttime;city=Visalia;state=California)								
1226	4	2016-03-15T04:42:58.510Z	agent	What date and time would you like to go?	request(date;starttime)									
1226	5	2016-03-15T04:44:37.069Z	user	I would like to go on March 24 at 3pm	inform(date=March 24;starttime=3pm)									
1226	6	2016-03-15T11:24:27.533Z	agent	Thank you, how many tickets will you need?	thanks(closing=thank you)	request(numberofpeople)								
1226	7	2016-03-15T17:18:32.274Z	user	Five tickets	inform(numberofpeople=five)									
1226	8	2016-03-15T17:48:45.217Z	agent	I cannot purchase tickets for that far in advance. Would you like to try a closer date?	inform(result={};other=cannot purchase tickets for that far in advance)	request(date)								
1226	9	2016-03-15T17:56:35.866Z	user	yes how about march 16 around 7pm	confirm_answer()	inform(date=march 16;starttime=around 7pm)								
1226	10	2016-03-15T18:29:52.569Z	agent	There is a 2:25 showing at Regal Visalia Stadium 10. Is that acceptable?	inform(starttime=2:25;theater=Regal Visalia Stadium 10)	confirm_question()								
1226	11	2016-03-15T18:32:10.570Z	user	Yes please	confirm_answer()									
1226	12	2016-03-15T18:56:27.974Z	agent	How many passengers?	request(numberofpeople)									
1226	13	2016-03-15T19:13:04.719Z	user	3	inform(numberofpeople=3)									
1226	14	2016-03-15T19:41:23.324Z	agent	Great, I have purchased 3 tickets for you to the 2:25 show (if you need 2 additional tickets please let us know, I see that earlier you requested 5).	inform(taskcomplete;numberofpeople=3;starttime=2:25)	confirm_question(numberofpeople=5)								
1226	15	2016-03-15T20:02:43.012Z	user	Thank you. We had a cancellation so three was perfect	thanks(closing=Thank you)	inform(other=We had a cancellation so three was perfect)								
1226	16	2016-03-15T20:20:02.588Z	agent	Thank you for using our service. Enjoy the show!	thanks(closing=Thank you for using our service)	closing(closing=Enjoy the show)								
1227	1	2016-03-15T02:57:04.285Z	user	I'm looking for tickets to a comedy this evening after 7pm in the  Boston area	request(ticket;genre=comedy;date=this evening;starttime=after 7pm;city=Boston)									
1227	2	2016-03-15T03:04:13.913Z	agent	Whiskey Tango Foxtrot with Tina Fey is currently playing. Would you be interested in seeing that?	inform(moviename=Whiskey Tango Foxtrot with Tina Fey)	confirm_question()								
1227	3	2016-03-15T03:07:46.531Z	user	I love Tina Fey, so yes.  Where is it playing?	confirm_answer()	request(theater)								
1227	4	2016-03-15T03:20:26.735Z	agent	Unfortunately all the tickets have been sold out for tonight for this movie. Can you go on a different date?	inform(result={};date=tonight)	request(date)								
1227	5	2016-03-15T03:42:42.814Z	user	No I really wanted to go tonight.  Are there other comedies playing.	inform(date=tonight)	request(moviename;genre=comedy)								
1227	6	2016-03-15T11:17:50.684Z	agent	I see that some time has passed and it is not 3/15 -should we try Wiskey Tango Foxtrot for tonight at this point?	confirm_question(moviename= Wiskey Tango Foxtrot;date=tonight)									
1228	1	2016-03-15T03:41:06.439Z	user	HI!  I would like to get two tickets for a good adventure movie.  I need to to be tomorrow in the afternoon in Miami, FL	greeting()	request(ticket;numberofpeople=2;genre=adventure;date=tomorrow in the afternoon;city=Miami;state=FL)								
1228	2	2016-03-15T08:07:50.732Z	agent	I'm happy to assist you today! How many tickets are you looking to purchase?	request(numberofpeople)									
1228	3	2016-03-15T08:18:10.243Z	user	two	inform(numberofpeople=2)									
1228	4	2016-03-15T10:51:04.263Z	agent	Great! Do you have an approximate time you'd like to go?	request(starttime)									
1228	5	2016-03-15T12:57:29.790Z	user	5:00 PM	inform(starttime=5:00pm)									
1228	6	2016-03-15T13:30:12.956Z	agent	Deadpool is showing at 5pm at Regal South Beach. Want to try that or should I search for more adventure movies?	inform(moviename=Deadpool;starttime=5pm;theater=Regal South Beach)	confirm_question()								
1228	7	2016-03-15T13:32:29.275Z	user	Yes I will try that did it get good reviews?	confirm_answer()	request(description)								
1228	8	2016-03-15T14:07:23.037Z	agent	Yes, it has gotten good reviews and has scored high on rotten tomatoes.  I have purchased 2 tickets for the 5 pm show at the Regal for you, enjoy the movie.	inform(description=gotten good reviews and has scored high;numberofpeople=2;starttime=5pm;theater=Regal)	closing()								
1228	9	2016-03-15T17:15:22.875Z	user	Thank you	thanks()									
1228	10	2016-03-15T17:42:18.351Z	agent	Thank you for using our service!	thanks(closing=Thank you for using our service!)									
1229	1	2016-03-15T03:22:06.585Z	user	Hey there. I want to go watch Deadpool tomorrow. Can you help me find tickets?	greeting(greeting=Hey there)	request(ticket;moviename=Deadpool;date=tomorrow)								
1229	2	2016-03-15T03:41:36.928Z	agent	Sure. What city and state are you located in?	request(city;state)									
1229	3	2016-03-15T03:45:29.617Z	user	Glendale, California. I'd like 1 ticket for a showing between the hours of 9 AM and 3 PM. Any theater is fine.	inform(city=Glendale;state=California;numberofpeople=1;starttime=between the hours of 9 AM and 3 PM;theater=any theater)									
1229	4	2016-03-15T03:58:30.133Z	agent	Alright your ticket has been purchased for the 12:20pm showing of Deadpool at the Pacific Glendale 18.	inform(taskcomplete;starttime=12:20pm;moviename=Deadpool;theater=Pacific Glendale 18)									
1229	5	2016-03-15T04:00:30.061Z	user	Thank you!	thanks()									
1229	6	2016-03-15T04:03:32.161Z	agent	Have a wonderful day!	closing(closing=Have a wonderful day!)									
1230	1	2016-03-15T03:18:11.384Z	user	Are there any matinee shows for tomorrow in the concord NH area?	request(ticket;date=tomorrow;starttime=matinee;city=concord;state=NH)									
1230	2	2016-03-15T03:32:19.205Z	agent	There sure are! Do you have specific genre in mind?	confirm_answer()	request(genre)								
1230	3	2016-03-15T03:35:18.358Z	user	drama	inform(genre=drama)									
1230	4	2016-03-15T08:15:34.586Z	agent	I'm happy to assist you today! How many tickets are you looking to purchase?	greeting(greeting=I'm happy to assist you today)	request(numberofpeople)								
1230	5	2016-03-15T13:03:29.050Z	user	2	inform(numberofpeople=2)									
1230	6	2016-03-15T13:41:33.383Z	agent	Some current dramas are 10 Cloverfield Lane, The Young Messiah and Eddie the Eagle, do any of those sound interesting to you?	inform(genre=dramas;moviename={10 Cloverfield Lane#The Young Messiah#Eddie the Eagle})	multiple_choice(moviename)								
1230	7	2016-03-15T15:45:30.794Z	user	The Young Messiah	inform(moviename=The Young Messiah)									
1230	8	2016-03-15T16:07:16.751Z	agent	There is a 12:45 showing at AMC Tyngsboro 12. Is that acceptable?	inform(starttime=12:45;theater=AMC Tyngsboro 12)	confirm_question()								
1230	9	2016-03-15T16:10:30.276Z	user	yes	confirm_answer()									
1230	10	2016-03-15T16:14:17.869Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
1230	11	2016-03-15T16:19:29.447Z	user	thank you	thanks(closing=thank you)									
1230	12	2016-03-15T16:20:58.760Z	agent	Have a wonderful day!	closing(closing=Have a wonderful day)									
1231	1	2016-03-15T20:01:55.699Z	user	Hello. Can you please buy me 2 tickets for the perfect match at AMC River East, Chicago for 7pm or 9:30pm? Thanks	greeting()	request(ticket;numberofpeople=2;moviename=perfect match;theater=AMC River East;city=Chicago;starttime={7pm#9:30pm})	thanks()							
1231	2	2016-03-15T20:30:12.029Z	agent	Would you like to go today?	confirm_question(date=today)									
1231	3	2016-03-15T20:31:38.106Z	user	yes please	confirm_answer()									
1231	4	2016-03-15T20:49:04.357Z	agent	I have successfully purchased 2 tickets to the 7pm show! Enjoy!	inform(taskcomplete;numberofpeople=2;starttime=7pm)	closing()								
1231	5	2016-03-15T21:04:23.086Z	user	Awesome! Thank you so much	thanks(closing=Thank you so much)									
1231	6	2016-03-15T21:18:06.627Z	agent	Have a wonderful day!	closing(closing=Have a wonderful day!)									
1232	1	2016-03-15T15:22:42.371Z	user	I need 4 tickets for Risen in Los Angeles tomorrow.	request(ticket;numberofpeople=4;moviename=Risen;city=Angeles;date=tomorrow)									
1232	2	2016-03-15T16:50:01.233Z	agent	Is there a particular theater that you prefer to use?	request(theater)									
1232	3	2016-03-15T16:58:53.464Z	user	AMC	inform(theater=AMC)									
1232	4	2016-03-15T18:11:50.292Z	agent	There is a 2:15, 5, and 7:45 showing at AMC Burbank Town Center 8. Which time would you prefer?	inform(starttime={ 2:15#5#7:45};theater=AMC Burbank Town Center 8)	multiple_choice(starttime)								
1232	5	2016-03-15T18:13:34.805Z	user	7:45	inform(starttime=7:45)									
1232	6	2016-03-15T18:20:04.060Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks()	closing(closing=Thank you and enjoy the show.)							
1232	7	2016-03-15T18:23:09.277Z	user	Thanks.	thanks()									
1232	8	2016-03-15T18:38:00.025Z	agent	Thank you for using our system!	thanks(closing=Thank you for using our system!)									
1233	1	2016-03-15T05:55:46.330Z	user	Hello	greeting(greeting=Hello)									
1233	2	2016-03-15T06:36:59.347Z	agent	Hi! Would you like to purchase movie tickets?	greeting(greeting=Hi)	request(ticket)								
1233	3	2016-03-15T08:07:08.959Z	user	Yes please	confirm_answer()									
1233	4	2016-03-15T11:17:50.821Z	agent	Great, is there a certain movie you'd like to see?	request(moviename)									
1233	5	2016-03-15T17:52:29.163Z	user	deadpool	inform(moviename=deadpool)									
1233	6	2016-03-15T18:19:20.510Z	agent	When would you like to go?	request(date)									
1233	7	2016-03-15T18:20:39.564Z	user	tonight	inform(date=tonight)									
1233	8	2016-03-15T18:47:40.892Z	agent	What city and state are you located in?	request(city;state)									
1233	9	2016-03-15T18:50:16.118Z	user	mchenry illinois	inform(city=mchenry;state=illinois)									
1233	10	2016-03-15T19:07:39.940Z	agent	Thank you, how many tickets will you need?	thanks(closing=thank you)	request(numberofpeople)								
1233	11	2016-03-15T19:09:05.027Z	user	2	inform(numberofpeople=2)									
1233	12	2016-03-15T19:37:46.136Z	agent	There is a 7pm and 9:20pm showing at Classic Cinemas Fox Lake Theatre. Is that acceptable?	inform(starttime={7pm#9:20pm};theater=Classic Cinemas Fox Lake Theatre)	confirm_question()								
1233	13	2016-03-15T19:39:42.505Z	user	yes	confirm_answer()									
1233	14	2016-03-15T19:54:50.335Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
1234	1	2016-03-15T14:56:16.028Z	user	Hello	greeting()									
1234	2	2016-03-15T15:05:17.586Z	agent	Hello, are you interested in purchasing movie tickets?	greeting()	request(ticket)								
1234	3	2016-03-15T17:22:05.916Z	user	Yes please. I would like 6 tickets to a 10 PM showing of Deadpool in Chicago	confirm_answer()	request(ticket;moviename=Deadpool;numberofpeople=6;starttime=10PM;city=Chicago)								
1234	4	2016-03-15T17:28:33.826Z	agent	For tonight?	confirm_question(date=tonight)									
1234	5	2016-03-15T17:35:01.034Z	user	Yes please	confirm_answer()									
1234	6	2016-03-15T18:13:22.693Z	agent	There is a 10:20 showing at ShowPlace ICON. Should I purchase your tickets?	inform(starttime=10:20;theater=ShowPlace ICON)	confirm_question()								
1234	7	2016-03-15T18:18:33.736Z	user	Yes.	confirm_answer()									
1234	8	2016-03-15T18:32:40.855Z	agent	I have successfully purchased 10 tickets to the 10:20 show! Enjoy!	inform(taskcomplete;numberofpeople=10;starttime=10:20)	closing()								
1235	1	2016-03-15T04:01:05.413Z	user	Hi, I would like to go see London has fallen on March 16 at 7pm	greeting()	request(ticket;moviename=London has fallen;date=March 16;starttime=7pm)								
1235	2	2016-03-15T04:30:12.060Z	agent	What city and state are you located in?	request(city;state)									
1235	3	2016-03-15T04:38:36.739Z	user	I am located in Fresno, California	inform(city=Fresno;state=California)									
1235	4	2016-03-15T20:05:21.808Z	agent	How many tickets?	request(numberofpeople)									
1235	5	2016-03-15T20:14:20.954Z	user	2 please	inform(numberofpeople=2)									
1235	6	2016-03-15T20:44:25.048Z	agent	There is a 7pm showing at Regal Manchester Stadium 16. Should I purchase your tickets?	inform(starttime=7pm;theater=Regal Manchester Stadium 16)	confirm_question()								
1235	7	2016-03-15T20:48:34.272Z	user	Yes	confirm_answer()									
1235	8	2016-03-15T20:52:00.878Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks()	closing(closing=Thank you and enjoy the show)							
1235	9	2016-03-15T20:58:01.766Z	user	Thank you	thanks()									
1235	10	2016-03-15T20:59:40.453Z	agent	Have a wonderful day!	closing(closing=Have a wonderful day!)									
1236	1	2016-03-15T03:22:06.707Z	user	Hey there. I want to go watch Deadpool tomorrow. Can you help me find tickets?	greeting(greeting=Hey there)	request(ticket;moviename=Deadpool;date=tomorrow)								
1236	2	2016-03-15T03:27:59.444Z	agent	How many tickets?	request(numberofpeople)									
1236	3	2016-03-15T03:44:15.352Z	user	2 tickets. From 12 PM to 11 PM, any theater is fine. I'm in Glendale, California	inform(numberofpeople=2;starttime=12PM to 11PM;theater=any theater;city=Glendale;state=California)									
1236	4	2016-03-15T07:01:48.624Z	agent	Okay, your tickets to Deadpool have been purchased for the 8:05pm showing at the Pacific Glendale 18 tomorrow. Enjoy the show!	inform(taskcomplete;starttime=8:05pm;theater=Pacific Glendale 18;date=tomorrow;moviename=Deadpool)	closing(closing=Enjoy the show!)								
1237	1	2016-03-15T20:57:12.657Z	user	need 4 tickets to spotlight in salt lake city ut for tonight around 9pm	request(ticket;numberofpeople=4;moviename=spotlight;city=Salt Lake City;state=ut;date=tonight;starttime=9pm)									
1237	2	2016-03-15T21:28:55.901Z	agent	There is a 9:45 showing at Century 16 Sandy Union Heights. Is that acceptable?	inform(starttime=9:45;theater=Century 16 Sandy Union Heights)	confirm_question()								
1237	3	2016-03-15T22:31:43.121Z	user	yes	confirm_answer()									
1237	4	2016-03-15T22:37:54.830Z	agent	I have successfully purchased 4 tickets to the 9:45 show! Enjoy!	inform(taskcomplete;numberofpeople=4;starttime=9:45)	closing()								
1238	1	2016-03-15T12:11:50.651Z	user	can you get me two tickets to any comedy playing in anderson california tomorrow at 5pm	request(ticket;numberofpeople=2;genre=comedy;city=anderson;state=california;date=tomorrow;starttime=5pm)									
1238	2	2016-03-15T12:35:01.553Z	agent	There is a 4:30 showtime of Whiskey tango foxtrot at Valley 11 Cinemas. Is that acceptable?	inform(starttime=4:30;moviename=Whiskey tango foxtrot;theater=Valley 11 Cinemas)	confirm_question()								
1238	3	2016-03-15T12:42:51.353Z	user	4:30 is acceptable to me	confirm_answer()									
1238	4	2016-03-15T13:26:56.808Z	agent	Unfortunately I cannot purchase tickets at that theater. Would you like to try a different theater?	inform(result={})	request(theater)								
1238	5	2016-03-15T13:38:32.911Z	user	yes please whatever is close	inform(theater=any theater)									
1238	6	2016-03-15T13:59:27.904Z	agent	There is a 4:40 showing at Cinemark 14 in Chico, CA. Is that acceptable?	inform(starttime=4:40;theater=Cinemark 14;city=Chico;state=CA)	confirm_question()								
1238	7	2016-03-15T14:21:47.508Z	user	yup yup thats whats up!	confirm_answer()									
1238	8	2016-03-15T14:43:14.452Z	agent	Hooray! I have successfully purchased 2 tickets to the 4:40 showing. Enjoy!	inform(taskcomplete;numberofpeople=2;starttime=4:40)	closing()								
1239	1	2016-03-15T03:47:36.784Z	user	Any good action movies showing in the seattle area tomorrow night around 7pm?	request(moviename;genre=action;city=seattle;date=tomorrow night;starttime=7pm)									
1239	2	2016-03-15T10:46:33.509Z	agent	I'm happy to assist you today! How many tickets are you looking to purchase?	request(numberofpeople)									
1239	3	2016-03-15T13:02:20.395Z	user	2 please	inform(numberofpeople=2)									
